make,model,year,price,mileage,body_type,cylinders,transmission,fuel_type,color,location,description
nissan,patrol,2005,222830.0,201016,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2005 nissan patrol with Navigation system, Rear camera, Adaptive cruise control. Condition: Accident history."
mercedes-benz,glc,2005,150121.0,88220,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2005 mercedes-benz glc with Navigation system, Adaptive cruise control, Bluetooth. Condition: Engine repaired."
audi,s3rs3,2007,172503.0,26037,Sedan,5,Automatic Transmission,Gasoline,Blue, Dubai,"2007 audi s3rs3 with Sunroof, Rear camera, Adaptive cruise control. Condition: Minor scratches."
nissan,patrol,2016,92698.0,297807,SUV,8,Automatic Transmission,Gasoline,White, Sharjah,"2016 nissan patrol with Navigation system, Rear camera, Leather seats. Condition: Engine repaired."
ford,f-series-pickup,2014,67832.0,128164,Pick Up Truck,8,Automatic Transmission,Gasoline,Other Color, Dubai,"2014 ford f-series-pickup with Rear camera, Adaptive cruise control, Navigation system. Condition: Accident history."
mclaren,mp412c,2007,318028.0,262857,Hard Top Convertible,8,Automatic Transmission,Gasoline,Yellow, Dubai,"2007 mclaren mp412c with Leather seats, Adaptive cruise control, Navigation system, Rear camera. Condition: No damage."
lexus,gs-series,2018,89723.0,34807,Sedan,6,Automatic Transmission,Gasoline,Red, Dubai,"2018 lexus gs-series with Leather seats, Rear camera, Adaptive cruise control. Condition: Accident history."
tesla,model-y,2016,253285.0,255017,SUV,Unknown,Automatic Transmission,Electric,White, Sharjah,"2016 tesla model-y with Bluetooth, Rear camera, Sunroof, Leather seats. Condition: Accident history."
lamborghini,urus,2010,1603255.0,211970,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2010 lamborghini urus with Sunroof, Adaptive cruise control, Navigation system. Condition: Accident history."
jeep,wrangler,2006,91973.0,243179,SUV,6,Automatic Transmission,Gasoline,Red, Dubai,"2006 jeep wrangler with Leather seats, Adaptive cruise control, Navigation system. Condition: Dented door."
bmw,x5,2006,160737.0,187675,SUV,6,Automatic Transmission,Gasoline,Grey, Abu Dhabi,"2006 bmw x5 with Rear camera, Bluetooth, Adaptive cruise control. Condition: Repainted bumper."
porsche,panamera,2013,192406.0,147997,Sedan,6,Automatic Transmission,Gasoline,Blue, Dubai,"2013 porsche panamera with Adaptive cruise control, Sunroof, Leather seats. Condition: Dented door."
mitsubishi,asx,2016,38829.0,51513,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2016 mitsubishi asx with Bluetooth, Adaptive cruise control. Condition: Repainted bumper."
mercedes-benz,g-class,2022,1201576.0,282497,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2022 mercedes-benz g-class with Bluetooth, Leather seats. Condition: Minor scratches."
audi,s3rs3,2006,165747.0,133929,Sedan,5,Automatic Transmission,Gasoline,Grey, Dubai,"2006 audi s3rs3 with Adaptive cruise control, Rear camera, Sunroof. Condition: Accident history."
gmc,sierra,2007,64346.0,122805,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah,"2007 gmc sierra with Leather seats, Adaptive cruise control, Rear camera. Condition: Dented door."
audi,s3rs3,2010,141051.0,37576,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai,"2010 audi s3rs3 with Rear camera, Leather seats, Navigation system. Condition: Dented door."
mitsubishi,pajero,2009,20623.0,198953,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2009 mitsubishi pajero with Sunroof, Rear camera. Condition: Minor scratches."
toyota,rav-4,2014,47103.0,25454,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2014 toyota rav-4 with Navigation system, Sunroof. Condition: No damage."
mercedes-benz,c-class,2009,343761.0,123421,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2009 mercedes-benz c-class with Rear camera, Adaptive cruise control, Leather seats. Condition: Engine repaired."
mercedes-benz,m-class,2019,111493.0,20311,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2019 mercedes-benz m-class with Rear camera, Navigation system. Condition: Repainted bumper."
cadillac,escalade,2013,539408.0,44388,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2013 cadillac escalade with Leather seats, Sunroof, Bluetooth, Navigation system. Condition: Repainted bumper."
nissan,armada,2020,36197.0,16510,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2020 nissan armada with Bluetooth, Sunroof, Adaptive cruise control, Leather seats. Condition: Minor scratches."
mitsubishi,pajero,2014,20351.0,128781,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2014 mitsubishi pajero with Sunroof, Adaptive cruise control. Condition: Accident history."
toyota,land-cruiser,2016,225617.0,100880,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2016 toyota land-cruiser with Sunroof, Leather seats, Rear camera. Condition: Dented door."
nissan,maxima,2023,82055.0,223830,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2023 nissan maxima with Adaptive cruise control, Rear camera, Sunroof, Leather seats. Condition: No damage."
toyota,land-cruiser,2010,45770.0,10807,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2010 toyota land-cruiser with Navigation system, Bluetooth, Sunroof, Rear camera. Condition: Engine repaired."
kia,cerato,2013,46516.0,65093,Sedan,4,Automatic Transmission,Gasoline,Blue, Sharjah,"2013 kia cerato with Leather seats, Navigation system. Condition: No damage."
nissan,pathfinder,2005,27916.0,295036,SUV,6,Automatic Transmission,Gasoline,Teal, Dubai,"2005 nissan pathfinder with Bluetooth, Leather seats, Rear camera, Sunroof. Condition: No damage."
mercedes-benz,c-class,2006,115686.0,65062,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2006 mercedes-benz c-class with Adaptive cruise control, Leather seats, Sunroof. Condition: Repainted bumper."
chevrolet,silverado,2020,107160.0,190402,Other,8,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2020 chevrolet silverado with Sunroof, Adaptive cruise control, Leather seats. Condition: Engine repaired."
toyota,prado,2008,73957.0,149512,SUV,6,Automatic Transmission,Gasoline,White, Sharjah,"2008 toyota prado with Rear camera, Navigation system, Bluetooth, Sunroof. Condition: Engine repaired."
nissan,gt-r,2012,266927.0,24364,Coupe,6,Manual Transmission,Gasoline,White, Dubai,"2012 nissan gt-r with Rear camera, Bluetooth. Condition: No damage."
land-rover,range-rover,2016,201898.0,114345,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2016 land-rover range-rover with Sunroof, Adaptive cruise control. Condition: Repainted bumper."
nissan,maxima,2007,58129.0,144296,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2007 nissan maxima with Navigation system, Bluetooth, Rear camera. Condition: Accident history."
jeep,wrangler-unlimited,2024,118533.0,220803,SUV,6,Automatic Transmission,Gasoline,Green, Dubai,"2024 jeep wrangler-unlimited with Navigation system, Rear camera. Condition: Accident history."
mercedes-benz,glc,2005,300812.0,159037,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2005 mercedes-benz glc with Navigation system, Bluetooth, Rear camera, Adaptive cruise control. Condition: Engine repaired."
nissan,altima,2021,20650.0,222056,Sedan,4,Automatic Transmission,Gasoline,White, Abu Dhabi,"2021 nissan altima with Leather seats, Navigation system, Adaptive cruise control. Condition: No damage."
cadillac,escalade,2006,273686.0,41642,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2006 cadillac escalade with Sunroof, Bluetooth, Navigation system, Rear camera. Condition: Minor scratches."
mercedes-benz,a-class,2021,161679.0,80277,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai,"2021 mercedes-benz a-class with Rear camera, Bluetooth, Adaptive cruise control, Leather seats. Condition: Dented door."
toyota,land-cruiser,2015,215114.0,287904,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2015 toyota land-cruiser with Rear camera, Adaptive cruise control, Sunroof. Condition: Minor scratches."
toyota,fortuner,2014,166603.0,86646,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2014 toyota fortuner with Bluetooth, Rear camera. Condition: Engine repaired."
dodge,charger,2014,151889.0,110657,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2014 dodge charger with Leather seats, Rear camera, Sunroof, Bluetooth. Condition: Accident history."
audi,q8,2005,568426.0,70121,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2005 audi q8 with Navigation system, Adaptive cruise control. Condition: Minor scratches."
cadillac,ct6,2020,125018.0,298675,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2020 cadillac ct6 with Bluetooth, Rear camera, Adaptive cruise control, Sunroof. Condition: Repainted bumper."
bmw,3-series,2020,36499.0,182527,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2020 bmw 3-series with Rear camera, Navigation system, Bluetooth, Adaptive cruise control. Condition: Minor scratches."
nissan,sentra,2024,39591.0,63273,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2024 nissan sentra with Adaptive cruise control, Rear camera, Navigation system. Condition: Repainted bumper."
nissan,patrol,2010,213412.0,53415,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2010 nissan patrol with Rear camera, Navigation system, Leather seats. Condition: No damage."
honda,civic,2014,41829.0,221853,Sedan,4,Automatic Transmission,Gasoline,Silver, Abu Dhabi,"2014 honda civic with Sunroof, Rear camera, Adaptive cruise control. Condition: Engine repaired."
jeep,wrangler,2005,108866.0,152609,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2005 jeep wrangler with Bluetooth, Leather seats, Rear camera. Condition: No damage."
mini,countryman,2011,69308.0,64635,Sedan,4,Automatic Transmission,Diesel,Grey, Ajman,"2011 mini countryman with Adaptive cruise control, Leather seats, Sunroof. Condition: Engine repaired."
nissan,patrol,2023,101117.0,230367,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2023 nissan patrol with Rear camera, Navigation system, Leather seats, Adaptive cruise control. Condition: Accident history."
bmw,5-series,2018,37010.0,219227,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2018 bmw 5-series with Navigation system, Leather seats, Sunroof, Adaptive cruise control. Condition: Dented door."
chevrolet,tahoe,2014,137808.0,38332,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2014 chevrolet tahoe with Adaptive cruise control, Bluetooth. Condition: Engine repaired."
land-rover,range-rover-sport,2019,464066.0,296090,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2019 land-rover range-rover-sport with Navigation system, Sunroof, Bluetooth. Condition: Accident history."
bmw,7-series,2023,69743.0,264514,Sedan,8,Automatic Transmission,Gasoline,Silver, Dubai,"2023 bmw 7-series with Navigation system, Rear camera, Bluetooth. Condition: Minor scratches."
ford,expedition,2008,194671.0,89275,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2008 ford expedition with Rear camera, Adaptive cruise control, Navigation system. Condition: Accident history."
toyota,avanza,2021,26829.0,185218,SUV,4,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2021 toyota avanza with Bluetooth, Adaptive cruise control, Leather seats. Condition: Repainted bumper."
bmw,6-series,2008,206590.0,150876,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2008 bmw 6-series with Bluetooth, Adaptive cruise control. Condition: Accident history."
nissan,maxima,2020,84563.0,110797,Sedan,6,Automatic Transmission,Gasoline,Blue, Abu Dhabi,"2020 nissan maxima with Rear camera, Navigation system. Condition: Minor scratches."
nissan,van,2023,41837.0,176420,Van,4,Manual Transmission,Gasoline,White, Sharjah,"2023 nissan van with Rear camera, Bluetooth, Navigation system. Condition: No damage."
dodge,charger,2009,51473.0,111895,Sedan,8,Automatic Transmission,Gasoline,Red, Dubai,"2009 dodge charger with Rear camera, Navigation system, Sunroof. Condition: No damage."
nissan,x-trail,2021,92203.0,266480,SUV,4,Automatic Transmission,Gasoline,Orange, Dubai,"2021 nissan x-trail with Sunroof, Rear camera, Adaptive cruise control, Bluetooth. Condition: No damage."
chevrolet,suburban,2021,40776.0,153548,SUV,8,Automatic Transmission,Gasoline,Gold, Abu Dhabi,"2021 chevrolet suburban with Navigation system, Bluetooth. Condition: Repainted bumper."
toyota,fortuner,2021,158443.0,252397,SUV,4,Automatic Transmission,Diesel,White, Dubai,"2021 toyota fortuner with Adaptive cruise control, Sunroof, Navigation system. Condition: No damage."
toyota,pickup,2014,208575.0,106517,Other,6,Manual Transmission,Gasoline,Other Color, Dubai,"2014 toyota pickup with Sunroof, Navigation system, Rear camera. Condition: Minor scratches."
bmw,7-series,2011,206915.0,30435,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai,"2011 bmw 7-series with Leather seats, Adaptive cruise control. Condition: Engine repaired."
audi,s7rs7,2014,185421.0,145735,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2014 audi s7rs7 with Adaptive cruise control, Bluetooth, Rear camera, Leather seats. Condition: Repainted bumper."
kia,sorento,2023,56233.0,129232,Other,4,Automatic Transmission,Gasoline,Grey, Dubai,"2023 kia sorento with Leather seats, Rear camera, Adaptive cruise control, Navigation system. Condition: Minor scratches."
land-rover,range-rover,2013,199468.0,137356,SUV,5,Automatic Transmission,Gasoline,White, Dubai,"2013 land-rover range-rover with Rear camera, Adaptive cruise control, Sunroof, Navigation system. Condition: Minor scratches."
porsche,taycan,2005,692268.0,16069,Sedan,Unknown,Automatic Transmission,Gasoline,White, Dubai,"2005 porsche taycan with Rear camera, Leather seats, Adaptive cruise control, Bluetooth. Condition: Dented door."
lamborghini,urus,2024,1183578.0,296995,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai,"2024 lamborghini urus with Bluetooth, Navigation system, Sunroof, Leather seats. Condition: Minor scratches."
hyundai,tucson,2009,67454.0,230945,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2009 hyundai tucson with Leather seats, Sunroof, Adaptive cruise control. Condition: Accident history."
mercedes-benz,a-class,2009,74811.0,54572,Hatchback,4,Automatic Transmission,Gasoline,Black, Dubai,"2009 mercedes-benz a-class with Leather seats, Navigation system. Condition: Repainted bumper."
volkswagen,other,2010,95340.0,276169,Crossover,4,Automatic Transmission,Electric,White, Dubai,"2010 volkswagen other with Adaptive cruise control, Leather seats. Condition: Engine repaired."
ford,edge,2012,17193.0,36228,SUV,6,Automatic Transmission,Gasoline,Red, Dubai,"2012 ford edge with Sunroof, Rear camera, Navigation system. Condition: Engine repaired."
lexus,rx-series,2010,75377.0,265978,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2010 lexus rx-series with Adaptive cruise control, Leather seats. Condition: Accident history."
chevrolet,tahoe,2013,102552.0,206692,SUV,8,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2013 chevrolet tahoe with Bluetooth, Navigation system. Condition: Repainted bumper."
aston-martin,db11,2013,1145012.0,217964,Coupe,8,Automatic Transmission,Gasoline,Blue, Dubai,"2013 aston-martin db11 with Navigation system, Sunroof, Adaptive cruise control. Condition: No damage."
lamborghini,gallardo,2023,507710.0,109813,Coupe,10,Automatic Transmission,Gasoline,Yellow, Dubai,"2023 lamborghini gallardo with Adaptive cruise control, Sunroof. Condition: Engine repaired."
mercedes-benz,gle-coupe,2022,552184.0,148806,Coupe,6,Automatic Transmission,Gasoline,White, Dubai,"2022 mercedes-benz gle-coupe with Sunroof, Rear camera, Bluetooth, Adaptive cruise control. Condition: Dented door."
lexus,lx-series,2023,157624.0,24531,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2023 lexus lx-series with Bluetooth, Navigation system, Sunroof. Condition: Engine repaired."
audi,q7,2019,95193.0,293869,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2019 audi q7 with Navigation system, Bluetooth, Rear camera. Condition: Minor scratches."
nissan,maxima,2019,118822.0,220417,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai,"2019 nissan maxima with Sunroof, Leather seats, Rear camera. Condition: Dented door."
chevrolet,silverado,2008,83522.0,190473,Utility Truck,8,Automatic Transmission,Gasoline,Gold, Sharjah,"2008 chevrolet silverado with Bluetooth, Adaptive cruise control, Sunroof. Condition: No damage."
maserati,other,2009,1333297.0,277101,Coupe,8,Automatic Transmission,Gasoline,Blue, Dubai,"2009 maserati other with Navigation system, Bluetooth, Sunroof, Adaptive cruise control. Condition: Repainted bumper."
hyundai,elantra,2010,51404.0,71049,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2010 hyundai elantra with Rear camera, Bluetooth, Navigation system, Adaptive cruise control. Condition: Minor scratches."
ford,figo,2023,16652.0,298628,Hatchback,4,Automatic Transmission,Gasoline,White, Abu Dhabi,"2023 ford figo with Leather seats, Navigation system, Bluetooth, Sunroof. Condition: No damage."
